id,type,class
10872,CORRIDOR,2_closed@0@1
10873,KITCHEN,2_closed@2@2
10874,LIVING,2_closed@2@2
10875,LIVING,2_closed@2@1
10876,LIVING,2_closed@1@3
10877,TOILET,2_closed@1@1
10878,CORRIDOR,2_closed@0@2
10879,KITCHEN,2_closed@2@1
10880,CORRIDOR,2_closed@1@5
10881,BATH,2_closed@2@1
10882,LIVING,2_closed@2@3
10883,KITCHEN,2_closed@2@2
10884,CORRIDOR,2_closed@0@1
10885,CHILDREN,2_closed@2@1
10886,EXTERIOR,2_closed@3@1
10887,CORRIDOR,2_closed@0@5
10888,TOILET,2_closed@1@1
10889,KITCHEN,2_closed@1@2
10890,ROOM,2_closed@1@2
10891,SLEEPING,2_closed@1@1
10892,STORAGE,2_closed@1@1
10893,TOILET,2_closed@2@1
10894,SLEEPING,2_closed@1@3
10895,CORRIDOR,2_closed@0@3
10896,KITCHEN,2_closed@2@1
10897,SLEEPING,2_closed@1@1
10898,STORAGE,2_closed@1@1
10899,CORRIDOR,2_closed@1@1
10900,CORRIDOR,2_closed@0@3
10901,LIVING,2_closed@1@4
10902,TOILET,2_closed@2@1
10903,KITCHEN,2_closed@2@1
10904,CHILDREN,2_closed@1@1
10905,EXTERIOR,2_closed@2@1
10906,BATH,2_closed@2@1
10907,SLEEPING,2_closed@1@3
10908,CORRIDOR,2_closed@0@4
10909,CORRIDOR,2_closed@1@1
10910,LIVING,2_closed@1@4
10911,KITCHEN,2_closed@2@1
10912,STORAGE,2_closed@1@1
10913,EXTERIOR,2_closed@2@1
10914,TOILET,2_closed@1@1
10915,CORRIDOR,2_closed@0@4
10916,ROOM,2_closed@1@2
10917,KITCHEN,2_closed@1@2
10918,SLEEPING,2_closed@1@1
10919,CORRIDOR,2_closed@1@5
10920,BATH,2_closed@2@1
10921,ROOM,2_closed@2@2
10922,KITCHEN,2_closed@2@2
10923,CORRIDOR,2_closed@0@1
10924,CHILDREN,2_closed@2@1
10925,KITCHEN,2_closed@1@2
10926,LIVING,2_closed@1@3
10927,CORRIDOR,2_closed@0@6
10928,KITCHEN,2_closed@1@1
10929,BATH,2_closed@1@1
10930,CHILDREN,2_closed@1@1
10931,STORAGE,2_closed@1@1
10932,EXTERIOR,2_closed@2@1
10933,TOILET,2_closed@2@1
10934,LIVING,2_closed@1@4
10935,CORRIDOR,2_closed@0@2
10936,KITCHEN,2_closed@2@1
10937,CHILDREN,2_closed@1@1
10938,EXTERIOR,2_closed@2@1
10939,TOILET,2_closed@2@1
10940,LIVING,2_closed@1@4
10941,CORRIDOR,2_closed@0@2
10942,KITCHEN,2_closed@2@1
10943,SLEEPING,2_closed@1@1
10944,EXTERIOR,2_closed@2@1
10945,KITCHEN,2_closed@1@1
10946,CORRIDOR,2_closed@0@4
10947,LIVING,2_closed@1@1
10948,BATH,2_closed@1@1
10949,CHILDREN,2_closed@1@1
10950,CORRIDOR,2_closed@0@1
10951,CORRIDOR,2_closed@1@3
10952,EXTERIOR,2_closed@4@1
10953,KITCHEN,2_closed@3@2
10954,SLEEPING,2_closed@2@3
10955,BATH,2_closed@3@1
10956,CHILDREN,2_closed@2@1
10957,TOILET,2_closed@1@1
10958,CORRIDOR,2_closed@0@4
10959,KITCHEN,2_closed@1@1
10960,LIVING,2_closed@1@2
10961,LIVING,2_closed@1@2
10962,TOILET,2_closed@1@1
10963,CORRIDOR,2_closed@0@5
10964,SLEEPING,2_closed@1@2
10965,KITCHEN,2_closed@1@2
10966,CHILDREN,2_closed@1@1
10967,STORAGE,2_closed@1@1
10968,CORRIDOR,2_closed@1@1
10969,CORRIDOR,2_closed@0@4
10970,SLEEPING,2_closed@1@3
10971,TOILET,2_closed@2@1
10972,KITCHEN,2_closed@2@1
10973,SLEEPING,2_closed@1@1
10974,STORAGE,2_closed@1@1
10975,KITCHEN,2_closed@1@1
10976,CORRIDOR,2_closed@0@4
10977,LIVING,2_closed@1@2
10978,BATH,2_closed@1@1
10979,CHILDREN,2_closed@1@1
10980,EXTERIOR,2_closed@2@1
10981,CORRIDOR,2_closed@0@4
10982,TOILET,2_closed@1@1
10983,KITCHEN,2_closed@1@2
10984,ROOM,2_closed@1@2
10985,CHILDREN,2_closed@1@1
10986,SLEEPING,2_closed@3@1
10987,SLEEPING,2_closed@2@3
10988,CORRIDOR,2_closed@1@4
10989,KITCHEN,2_closed@2@1
10990,CORRIDOR,2_closed@0@1
10991,BATH,2_closed@2@2
10992,CORRIDOR,2_closed@1@1
10993,CORRIDOR,2_closed@0@3
10994,BATH,2_closed@2@1
10995,CORRIDOR,2_closed@1@5
10996,KITCHEN,2_closed@1@2
10997,LIVING,2_closed@2@2
10998,SLEEPING,2_closed@2@2
10999,BATH,2_closed@1@1
11000,CORRIDOR,2_closed@0@5
11001,SLEEPING,2_closed@1@1
11002,KITCHEN,2_closed@1@1
11003,SLEEPING,2_closed@1@1
11004,STORAGE,2_closed@1@1
11005,CORRIDOR,2_closed@1@5
11006,BATH,2_closed@2@1
11007,ROOM,2_closed@2@2
11008,KITCHEN,2_closed@2@2
11009,CORRIDOR,2_closed@0@1
11010,CHILDREN,2_closed@2@1
11011,EXTERIOR,2_closed@2@1
11012,LIVING,2_closed@1@3
11013,CORRIDOR,2_closed@0@6
11014,SLEEPING,2_closed@1@1
11015,BATH,2_closed@1@1
11016,CORRIDOR,2_closed@1@1
11017,KITCHEN,2_closed@1@2
11018,STORAGE,2_closed@1@1
11019,CORRIDOR,2_closed@1@1
11020,CORRIDOR,2_closed@0@4
11021,LIVING,2_closed@1@4
11022,TOILET,2_closed@2@1
11023,KITCHEN,2_closed@2@1
11024,SLEEPING,2_closed@1@1
11025,STORAGE,2_closed@1@1
11026,EXTERIOR,2_closed@2@1
11027,CORRIDOR,2_closed@1@6
11028,BATH,2_closed@2@1
11029,SLEEPING,2_closed@2@2
11030,KITCHEN,2_closed@2@2
11031,CORRIDOR,2_closed@0@1
11032,SLEEPING,2_closed@2@1
11033,STORAGE,2_closed@2@1
11034,BATH,2_closed@1@1
11035,CORRIDOR,2_closed@0@5
11036,LIVING,2_closed@1@1
11037,KITCHEN,2_closed@1@1
11038,SLEEPING,2_closed@1@1
11039,STORAGE,2_closed@1@1
11040,TOILET,2_closed@2@1
11041,LIVING,2_closed@1@3
11042,CORRIDOR,2_closed@0@3
11043,KITCHEN,2_closed@2@1
11044,CHILDREN,2_closed@1@1
11045,STORAGE,2_closed@1@1
11046,CORRIDOR,2_closed@1@1
11047,CORRIDOR,2_closed@0@4
11048,SLEEPING,2_closed@1@3
11049,TOILET,2_closed@2@1
11050,KITCHEN,2_closed@2@1
11051,CHILDREN,2_closed@1@1
11052,STORAGE,2_closed@1@1
11053,TOILET,2_closed@1@1
11054,CORRIDOR,2_closed@0@5
11055,CORRIDOR,2_closed@2@1
11056,CORRIDOR,2_closed@1@2
11057,KITCHEN,2_closed@1@2
11058,LIVING,2_closed@2@1
11059,CHILDREN,2_closed@1@1
11060,STORAGE,2_closed@1@1
11061,CORRIDOR,2_closed@1@5
11062,BATH,2_closed@2@1
11063,LIVING,2_closed@2@2
11064,KITCHEN,2_closed@2@2
11065,CORRIDOR,2_closed@0@1
11066,CHILDREN,2_closed@2@1
11067,TOILET,2_closed@1@1
11068,CORRIDOR,2_closed@0@5
11069,KITCHEN,2_closed@1@1
11070,LIVING,2_closed@1@3
11071,ROOM,2_closed@1@2
11072,STORAGE,2_closed@1@1
11073,EXTERIOR,2_closed@2@1
11074,TOILET,2_closed@2@1
11075,LIVING,2_closed@1@2
11076,CORRIDOR,2_closed@0@3
11077,KITCHEN,2_closed@1@1
11078,CHILDREN,2_closed@1@1
11079,TOILET,2_closed@1@1
11080,CORRIDOR,2_closed@0@4
11081,ROOM,2_closed@1@2
11082,KITCHEN,2_closed@1@2
11083,CHILDREN,2_closed@1@1
11084,CORRIDOR,2_closed@0@4
11085,TOILET,2_closed@1@1
11086,CORRIDOR,2_closed@1@1
11087,KITCHEN,2_closed@1@2
11088,ROOM,2_closed@2@1
11089,SLEEPING,2_closed@1@1
11090,CORRIDOR,2_closed@1@1
11091,CORRIDOR,2_closed@0@3
11092,LIVING,2_closed@1@4
11093,TOILET,2_closed@2@1
11094,KITCHEN,2_closed@2@1
11095,SLEEPING,2_closed@1@1
11096,EXTERIOR,2_closed@2@1
11097,LIVING,2_closed@2@1
11098,LIVING,2_closed@1@4
11099,TOILET,2_closed@1@1
11100,CORRIDOR,2_closed@0@2
11101,KITCHEN,2_closed@2@1
11102,EXTERIOR,2_closed@2@1
11103,CORRIDOR,2_closed@0@5
11104,TOILET,2_closed@1@1
11105,CORRIDOR,2_closed@1@1
11106,KITCHEN,2_closed@1@2
11107,SLEEPING,2_closed@2@1
11108,SLEEPING,2_closed@1@1
11109,STORAGE,2_closed@1@1
11110,SLEEPING,2_closed@3@1
11111,ROOM,2_closed@2@3
11112,CORRIDOR,2_closed@1@4
11113,BATH,2_closed@2@1
11114,CORRIDOR,2_closed@0@1
11115,KITCHEN,2_closed@2@2
11116,TOILET,2_closed@2@1
11117,LIVING,2_closed@1@3
11118,CORRIDOR,2_closed@0@4
11119,KITCHEN,2_closed@1@1
11120,SLEEPING,2_closed@1@1
11121,STORAGE,2_closed@1@1
11122,EXTERIOR,2_closed@2@1
11123,TOILET,2_closed@2@1
11124,SLEEPING,2_closed@1@3
11125,CORRIDOR,2_closed@0@3
11126,KITCHEN,2_closed@2@1
11127,CHILDREN,2_closed@1@1
11128,STORAGE,2_closed@1@1
11129,BATH,2_closed@2@1
11130,SLEEPING,2_closed@1@3
11131,CORRIDOR,2_closed@0@4
11132,CORRIDOR,2_closed@1@1
11133,LIVING,2_closed@1@3
11134,KITCHEN,2_closed@2@1
11135,STORAGE,2_closed@1@1
11136,CORRIDOR,2_closed@1@1
11137,CORRIDOR,2_closed@0@3
11138,ROOM,2_closed@1@3
11139,TOILET,2_closed@2@1
11140,KITCHEN,2_closed@2@1
11141,CHILDREN,2_closed@1@1
11142,TOILET,2_closed@1@1
11143,CORRIDOR,2_closed@0@4
11144,CORRIDOR,2_closed@2@1
11145,CORRIDOR,2_closed@1@2
11146,KITCHEN,2_closed@1@2
11147,SLEEPING,2_closed@2@1
11148,CHILDREN,2_closed@1@1
11149,BATH,2_closed@2@1
11150,SLEEPING,2_closed@1@3
11151,CORRIDOR,2_closed@0@3
11152,CORRIDOR,2_closed@1@2
11153,LIVING,2_closed@1@3
11154,KITCHEN,2_closed@2@1
11155,EXTERIOR,2_closed@2@1
11156,TOILET,2_closed@2@1
11157,ROOM,2_closed@1@3
11158,CORRIDOR,2_closed@0@3
11159,KITCHEN,2_closed@2@1
11160,SLEEPING,2_closed@1@1
11161,STORAGE,2_closed@1@1
11162,TOILET,2_closed@2@1
11163,LIVING,2_closed@1@2
11164,CORRIDOR,2_closed@0@4
11165,KITCHEN,2_closed@1@1
11166,CHILDREN,2_closed@1@1
11167,STORAGE,2_closed@1@1
11168,KITCHEN,2_closed@1@2
11169,ROOM,2_closed@1@2
11170,CORRIDOR,2_closed@0@6
11171,KITCHEN,2_closed@1@1
11172,BATH,2_closed@1@1
11173,CHILDREN,2_closed@1@1
11174,STORAGE,2_closed@1@1
11175,CORRIDOR,2_closed@1@1
11176,CORRIDOR,2_closed@0@4
11177,SLEEPING,2_closed@1@3
11178,TOILET,2_closed@2@1
11179,KITCHEN,2_closed@2@1
11180,CHILDREN,2_closed@1@1
11181,STORAGE,2_closed@1@1
11182,BATH,2_closed@1@1
11183,CORRIDOR,2_closed@0@4
11184,LIVING,2_closed@1@2
11185,KITCHEN,2_closed@1@1
11186,CHILDREN,2_closed@1@1
11187,EXTERIOR,2_closed@2@1
11188,CORRIDOR,2_closed@0@4
11189,TOILET,2_closed@1@1
11190,CORRIDOR,2_closed@1@1
11191,KITCHEN,2_closed@1@2
11192,SLEEPING,2_closed@2@1
11193,CHILDREN,2_closed@1@1
11194,BATH,2_closed@2@1
11195,SLEEPING,2_closed@1@3
11196,CORRIDOR,2_closed@0@3
11197,CORRIDOR,2_closed@1@1
11198,LIVING,2_closed@1@4
11199,KITCHEN,2_closed@2@1
11200,EXTERIOR,2_closed@2@1
11201,CORRIDOR,2_closed@0@4
11202,TOILET,2_closed@1@1
11203,KITCHEN,2_closed@1@2
11204,ROOM,2_closed@1@2
11205,CHILDREN,2_closed@1@1
11206,STORAGE,2_closed@2@1
11207,KITCHEN,2_closed@1@2
11208,BATH,2_closed@1@1
11209,CORRIDOR,2_closed@0@4
11210,LIVING,2_closed@1@2
11211,ROOM,2_closed@1@1
11212,EXTERIOR,2_closed@2@1
11213,TOILET,2_closed@1@1
11214,CORRIDOR,2_closed@0@5
11215,CORRIDOR,2_closed@2@1
11216,CORRIDOR,2_closed@1@2
11217,KITCHEN,2_closed@1@2
11218,ROOM,2_closed@2@1
11219,CHILDREN,2_closed@1@1
11220,STORAGE,2_closed@1@1
11221,CORRIDOR,2_closed@1@1
11222,CORRIDOR,2_closed@0@3
11223,ROOM,2_closed@1@3
11224,TOILET,2_closed@2@1
11225,KITCHEN,2_closed@2@1
11226,SLEEPING,2_closed@1@1
11227,CORRIDOR,2_closed@1@1
11228,CORRIDOR,2_closed@0@4
11229,ROOM,2_closed@1@3
11230,TOILET,2_closed@2@1
11231,KITCHEN,2_closed@2@1
11232,SLEEPING,2_closed@1@1
11233,STORAGE,2_closed@1@1
11234,CORRIDOR,2_closed@0@4
11235,TOILET,2_closed@1@1
11236,KITCHEN,2_closed@1@2
11237,ROOM,2_closed@1@2
11238,SLEEPING,2_closed@1@1
11239,TOILET,2_closed@1@1
11240,CORRIDOR,2_closed@0@4
11241,KITCHEN,2_closed@1@1
11242,LIVING,2_closed@1@2
11243,SLEEPING,2_closed@1@2
11244,TOILET,2_closed@1@1
11245,CORRIDOR,2_closed@0@4
11246,KITCHEN,2_closed@1@1
11247,LIVING,2_closed@1@3
11248,ROOM,2_closed@1@2
11249,EXTERIOR,2_closed@2@1
11250,ROOM,2_closed@2@1
11251,LIVING,2_closed@1@4
11252,TOILET,2_closed@1@1
11253,CORRIDOR,2_closed@0@2
11254,KITCHEN,2_closed@2@1
11255,EXTERIOR,2_closed@2@1
11256,TOILET,2_closed@2@1
11257,LIVING,2_closed@1@3
11258,CORRIDOR,2_closed@0@3
11259,KITCHEN,2_closed@1@1
11260,SLEEPING,2_closed@1@1
11261,EXTERIOR,2_closed@2@1
11262,TOILET,2_closed@1@1
11263,CORRIDOR,2_closed@0@5
11264,KITCHEN,2_closed@1@1
11265,LIVING,2_closed@1@3
11266,LIVING,2_closed@1@2
11267,STORAGE,2_closed@1@1
11268,EXTERIOR,2_closed@2@1
11269,CORRIDOR,2_closed@0@4
11270,TOILET,2_closed@1@1
11271,KITCHEN,2_closed@1@2
11272,ROOM,2_closed@1@2
11273,SLEEPING,2_closed@1@1
11274,CORRIDOR,2_closed@1@6
11275,BATH,2_closed@2@1
11276,SLEEPING,2_closed@2@1
11277,CORRIDOR,2_closed@1@1
11278,CORRIDOR,2_closed@0@2
11279,KITCHEN,2_closed@2@1
11280,LIVING,2_closed@2@1
11281,STORAGE,2_closed@2@1
11282,CORRIDOR,2_closed@1@1
11283,CORRIDOR,2_closed@0@3
11284,ROOM,2_closed@1@3
11285,TOILET,2_closed@2@1
11286,KITCHEN,2_closed@2@1
11287,SLEEPING,2_closed@1@1
11288,CORRIDOR,2_closed@0@1
11289,CORRIDOR,2_closed@1@3
11290,EXTERIOR,2_closed@4@1
11291,KITCHEN,2_closed@3@2
11292,ROOM,2_closed@2@3
11293,BATH,2_closed@3@1
11294,SLEEPING,2_closed@2@1
11295,TOILET,2_closed@1@1
11296,CORRIDOR,2_closed@0@5
11297,ROOM,2_closed@1@2
11298,KITCHEN,2_closed@1@2
11299,SLEEPING,2_closed@1@1
11300,STORAGE,2_closed@1@1
11301,TOILET,2_closed@1@1
11302,CORRIDOR,2_closed@0@5
11303,KITCHEN,2_closed@1@1
11304,LIVING,2_closed@1@3
11305,SLEEPING,2_closed@1@2
11306,STORAGE,2_closed@1@1
11307,EXTERIOR,2_closed@2@1
11308,CORRIDOR,2_closed@0@1
11309,CORRIDOR,2_closed@1@4
11310,EXTERIOR,2_closed@4@1
11311,KITCHEN,2_closed@3@2
11312,ROOM,2_closed@2@3
11313,BATH,2_closed@3@1
11314,CHILDREN,2_closed@2@1
11315,STORAGE,2_closed@2@1
11316,BATH,2_closed@2@1
11317,SLEEPING,2_closed@1@3
11318,CORRIDOR,2_closed@0@3
11319,CORRIDOR,2_closed@1@2
11320,LIVING,2_closed@1@2
11321,KITCHEN,2_closed@2@1
11322,CORRIDOR,2_closed@1@6
11323,BATH,2_closed@2@1
11324,ROOM,2_closed@2@2
11325,KITCHEN,2_closed@2@2
11326,CORRIDOR,2_closed@0@1
11327,CHILDREN,2_closed@2@1
11328,STORAGE,2_closed@2@1
11329,SLEEPING,2_closed@2@1
11330,ROOM,2_closed@1@3
11331,TOILET,2_closed@1@1
11332,CORRIDOR,2_closed@0@2
11333,KITCHEN,2_closed@2@1
11334,CORRIDOR,2_closed@1@1
11335,CORRIDOR,2_closed@0@4
11336,LIVING,2_closed@1@3
11337,TOILET,2_closed@2@1
11338,KITCHEN,2_closed@2@1
11339,CHILDREN,2_closed@1@1
11340,STORAGE,2_closed@1@1
11341,SLEEPING,2_closed@2@1
11342,ROOM,2_closed@1@3
11343,TOILET,2_closed@1@1
11344,CORRIDOR,2_closed@0@3
11345,KITCHEN,2_closed@2@1
11346,STORAGE,2_closed@1@1
11347,CORRIDOR,2_closed@1@5
11348,SLEEPING,2_closed@2@1
11349,BATH,2_closed@2@1
11350,CORRIDOR,2_closed@0@2
11351,KITCHEN,2_closed@1@2
11352,LIVING,2_closed@2@2
11353,EXTERIOR,2_closed@3@1
11354,CORRIDOR,2_closed@1@6
11355,BATH,2_closed@2@1
11356,LIVING,2_closed@2@2
11357,KITCHEN,2_closed@2@2
11358,CORRIDOR,2_closed@0@1
11359,CHILDREN,2_closed@2@1
11360,STORAGE,2_closed@2@1
11361,CORRIDOR,2_closed@1@5
11362,BATH,2_closed@2@1
11363,LIVING,2_closed@2@3
11364,KITCHEN,2_closed@2@2
11365,CORRIDOR,2_closed@0@1
11366,SLEEPING,2_closed@2@1
11367,EXTERIOR,2_closed@3@1
11368,CORRIDOR,2_closed@0@1
11369,CORRIDOR,2_closed@1@4
11370,EXTERIOR,2_closed@4@1
11371,KITCHEN,2_closed@3@2
11372,SLEEPING,2_closed@2@3
11373,BATH,2_closed@3@1
11374,SLEEPING,2_closed@2@1
11375,STORAGE,2_closed@2@1
11376,TOILET,2_closed@1@1
11377,CORRIDOR,2_closed@0@4
11378,KITCHEN,2_closed@1@1
11379,LIVING,2_closed@1@2
11380,ROOM,2_closed@1@2
11381,KITCHEN,2_closed@1@2
11382,LIVING,2_closed@1@3
11383,CORRIDOR,2_closed@0@5
11384,KITCHEN,2_closed@1@1
11385,BATH,2_closed@1@1
11386,SLEEPING,2_closed@1@1
11387,EXTERIOR,2_closed@2@1
11388,TOILET,2_closed@2@1
11389,LIVING,2_closed@1@3
11390,CORRIDOR,2_closed@0@2
11391,KITCHEN,2_closed@2@1
11392,SLEEPING,2_closed@1@1
11393,KITCHEN,2_closed@1@1
11394,CORRIDOR,2_closed@0@4
11395,LIVING,2_closed@1@1
11396,BATH,2_closed@1@1
11397,SLEEPING,2_closed@1@1
11398,TOILET,2_closed@2@1
11399,ROOM,2_closed@1@3
11400,CORRIDOR,2_closed@0@3
11401,KITCHEN,2_closed@2@1
11402,CHILDREN,2_closed@1@1
11403,STORAGE,2_closed@1@1
11404,CORRIDOR,2_closed@1@5
11405,SLEEPING,2_closed@2@1
11406,BATH,2_closed@2@1
11407,CORRIDOR,2_closed@0@2
11408,KITCHEN,2_closed@1@2
11409,LIVING,2_closed@2@1
11410,TOILET,2_closed@1@1
11411,CORRIDOR,2_closed@0@4
11412,CORRIDOR,2_closed@2@1
11413,CORRIDOR,2_closed@1@2
11414,KITCHEN,2_closed@1@2
11415,ROOM,2_closed@2@1
11416,CHILDREN,2_closed@1@1
11417,CORRIDOR,2_closed@1@1
11418,CORRIDOR,2_closed@0@4
11419,ROOM,2_closed@1@3
11420,TOILET,2_closed@2@1
11421,KITCHEN,2_closed@2@1
11422,SLEEPING,2_closed@1@1
11423,STORAGE,2_closed@1@1
11424,LIVING,2_closed@3@1
11425,LIVING,2_closed@2@3
11426,CORRIDOR,2_closed@1@4
11427,KITCHEN,2_closed@2@1
11428,CORRIDOR,2_closed@0@1
11429,BATH,2_closed@2@2
11430,ROOM,2_closed@2@1
11431,LIVING,2_closed@1@3
11432,TOILET,2_closed@1@1
11433,CORRIDOR,2_closed@0@3
11434,KITCHEN,2_closed@2@1
11435,STORAGE,2_closed@1@1
11436,TOILET,2_closed@1@1
11437,CORRIDOR,2_closed@0@4
11438,ROOM,2_closed@1@2
11439,KITCHEN,2_closed@1@2
11440,CHILDREN,2_closed@1@1
11441,SLEEPING,2_closed@2@1
11442,ROOM,2_closed@1@3
11443,TOILET,2_closed@1@1
11444,CORRIDOR,2_closed@0@3
11445,KITCHEN,2_closed@2@1
11446,STORAGE,2_closed@1@1
11447,CORRIDOR,2_closed@1@6
11448,BATH,2_closed@2@1
11449,SLEEPING,2_closed@2@2
11450,KITCHEN,2_closed@2@2
11451,CORRIDOR,2_closed@0@1
11452,CHILDREN,2_closed@2@1
11453,STORAGE,2_closed@2@1
11454,CORRIDOR,2_closed@0@1
11455,CORRIDOR,2_closed@1@3
11456,EXTERIOR,2_closed@4@1
11457,KITCHEN,2_closed@3@2
11458,ROOM,2_closed@2@3
11459,BATH,2_closed@3@1
11460,SLEEPING,2_closed@2@1
11461,KITCHEN,2_closed@1@1
11462,CORRIDOR,2_closed@0@4
11463,LIVING,2_closed@1@2
11464,BATH,2_closed@1@1
11465,SLEEPING,2_closed@1@1
11466,EXTERIOR,2_closed@2@1
11467,CORRIDOR,2_closed@1@1
11468,CORRIDOR,2_closed@0@5
11469,SLEEPING,2_closed@1@1
11470,LIVING,2_closed@1@1
11471,BATH,2_closed@1@1
11472,KITCHEN,2_closed@1@1
11473,BATH,2_closed@1@1
11474,CORRIDOR,2_closed@0@5
11475,LIVING,2_closed@1@2
11476,KITCHEN,2_closed@1@1
11477,SLEEPING,2_closed@1@1
11478,STORAGE,2_closed@1@1
11479,EXTERIOR,2_closed@2@1
11480,CORRIDOR,2_closed@1@4
11481,BATH,2_closed@2@1
11482,CORRIDOR,2_closed@0@2
11483,LIVING,2_closed@2@3
11484,KITCHEN,2_closed@1@2
11485,SLEEPING,2_closed@3@1
11486,EXTERIOR,2_closed@3@1
11487,CORRIDOR,2_closed@1@1
11488,CORRIDOR,2_closed@0@4
11489,SLEEPING,2_closed@1@3
11490,TOILET,2_closed@2@1
11491,KITCHEN,2_closed@2@1
11492,SLEEPING,2_closed@1@1
11493,STORAGE,2_closed@1@1
11494,KITCHEN,2_closed@1@1
11495,CORRIDOR,2_closed@0@5
11496,LIVING,2_closed@1@2
11497,BATH,2_closed@1@1
11498,SLEEPING,2_closed@1@1
11499,STORAGE,2_closed@1@1
11500,EXTERIOR,2_closed@2@1
11501,BATH,2_closed@1@1
11502,CORRIDOR,2_closed@0@4
11503,LIVING,2_closed@1@2
11504,KITCHEN,2_closed@1@1
11505,SLEEPING,2_closed@1@1
11506,EXTERIOR,2_closed@2@1
11507,CORRIDOR,2_closed@1@1
11508,CORRIDOR,2_closed@0@4
11509,LIVING,2_closed@1@3
11510,TOILET,2_closed@2@1
11511,KITCHEN,2_closed@2@1
11512,CHILDREN,2_closed@1@1
11513,STORAGE,2_closed@1@1
11514,KITCHEN,2_closed@1@1
11515,CORRIDOR,2_closed@0@5
11516,ROOM,2_closed@1@1
11517,BATH,2_closed@1@1
11518,CHILDREN,2_closed@1@1
11519,STORAGE,2_closed@1@1
11520,CORRIDOR,2_closed@0@5
11521,TOILET,2_closed@1@1
11522,KITCHEN,2_closed@1@2
11523,ROOM,2_closed@1@2
11524,SLEEPING,2_closed@1@1
11525,STORAGE,2_closed@1@1
11526,TOILET,2_closed@1@1
11527,CORRIDOR,2_closed@0@4
11528,CORRIDOR,2_closed@2@1
11529,CORRIDOR,2_closed@1@2
11530,KITCHEN,2_closed@1@2
11531,SLEEPING,2_closed@2@1
11532,SLEEPING,2_closed@1@1
11533,TOILET,2_closed@1@1
11534,CORRIDOR,2_closed@0@4
11535,CORRIDOR,2_closed@2@1
11536,CORRIDOR,2_closed@1@2
11537,KITCHEN,2_closed@1@2
11538,LIVING,2_closed@2@1
11539,SLEEPING,2_closed@1@1
11540,TOILET,2_closed@2@1
11541,LIVING,2_closed@1@3
11542,CORRIDOR,2_closed@0@3
11543,KITCHEN,2_closed@2@1
11544,SLEEPING,2_closed@1@1
11545,STORAGE,2_closed@1@1
11546,TOILET,2_closed@1@1
11547,CORRIDOR,2_closed@0@5
11548,CORRIDOR,2_closed@2@1
11549,CORRIDOR,2_closed@1@2
11550,KITCHEN,2_closed@1@2
11551,LIVING,2_closed@2@2
11552,CHILDREN,2_closed@1@1
11553,STORAGE,2_closed@1@1
11554,EXTERIOR,2_closed@3@1
11555,CORRIDOR,2_closed@1@1
11556,CORRIDOR,2_closed@0@3
11557,SLEEPING,2_closed@1@3
11558,TOILET,2_closed@2@1
11559,KITCHEN,2_closed@2@1
11560,SLEEPING,2_closed@1@1
11561,CORRIDOR,2_closed@1@1
11562,CORRIDOR,2_closed@0@3
11563,LIVING,2_closed@1@4
11564,TOILET,2_closed@2@1
11565,KITCHEN,2_closed@2@1
11566,CHILDREN,2_closed@1@1
11567,EXTERIOR,2_closed@2@1
11568,CORRIDOR,2_closed@1@6
11569,SLEEPING,2_closed@2@1
11570,BATH,2_closed@2@1
11571,CORRIDOR,2_closed@0@2
11572,KITCHEN,2_closed@1@2
11573,LIVING,2_closed@2@1
11574,STORAGE,2_closed@2@1
11575,CORRIDOR,2_closed@1@5
11576,BATH,2_closed@2@1
11577,SLEEPING,2_closed@2@2
11578,KITCHEN,2_closed@2@2
11579,CORRIDOR,2_closed@0@1
11580,CHILDREN,2_closed@2@1
11581,ROOM,2_closed@3@1
11582,LIVING,2_closed@2@4
11583,CORRIDOR,2_closed@1@4
11584,KITCHEN,2_closed@2@1
11585,CORRIDOR,2_closed@0@1
11586,BATH,2_closed@2@2
11587,EXTERIOR,2_closed@3@1
11588,CORRIDOR,2_closed@0@5
11589,TOILET,2_closed@1@1
11590,KITCHEN,2_closed@1@2
11591,ROOM,2_closed@1@2
11592,SLEEPING,2_closed@1@1
11593,STORAGE,2_closed@1@1
11594,TOILET,2_closed@2@1
11595,LIVING,2_closed@1@3
11596,CORRIDOR,2_closed@0@4
11597,KITCHEN,2_closed@1@1
11598,CHILDREN,2_closed@1@1
11599,STORAGE,2_closed@1@1
11600,EXTERIOR,2_closed@2@1
11601,SLEEPING,2_closed@2@1
11602,SLEEPING,2_closed@1@3
11603,TOILET,2_closed@1@1
11604,CORRIDOR,2_closed@0@3
11605,KITCHEN,2_closed@2@1
11606,STORAGE,2_closed@1@1
11607,SLEEPING,2_closed@2@1
11608,SLEEPING,2_closed@1@3
11609,TOILET,2_closed@1@1
11610,CORRIDOR,2_closed@0@2
11611,KITCHEN,2_closed@2@1
11612,TOILET,2_closed@2@1
11613,ROOM,2_closed@1@3
11614,CORRIDOR,2_closed@0@2
11615,KITCHEN,2_closed@2@1
11616,SLEEPING,2_closed@1@1
11617,CORRIDOR,2_closed@1@5
11618,BATH,2_closed@2@1
11619,SLEEPING,2_closed@2@2
11620,KITCHEN,2_closed@2@2
11621,CORRIDOR,2_closed@0@1
11622,CHILDREN,2_closed@2@1
11623,TOILET,2_closed@2@1
11624,ROOM,2_closed@1@3
